track_id,track_name,track_artist,track_popularity
3vQhEd4lOg4mAV6CHCgoHW,South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,Ed Sheeran,65
6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),The Chainsmokers,67
3OTSBoYKO7HzGVj8Bu2OH9,All the Time,Zara Larsson,74
4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),Jonas Blue,81
1xK7enJZVdv37fnnxoZlPq,With You,Kaskade,71
1z1XegUChLLQfcbtIK8ABn,Body Back (feat. Maia Wright),Gryffin,75
6aoGtdWXBkYQ2O2wnyIz2x,Not Ok,Kygo,73
5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,79
18W92Zm1KjLCbUIszOhpkD,I Wanna Know (feat. Bea Miller),NOTD,74
3D37T7euWvVJ45evRmriIh,Better With You,3LAU,63
3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,79
6XqvFyJGdUD5IWee02ARKU,Polaroid,Jonas Blue,16
575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,Shawn Mendes,75
70YPzqSEwJvAIQ6nMs1cjY,In Your Arms (with X Ambassadors),ILLENIUM,75
7Ht0v0LWBCOEjmNQ0iMpNr,I'm Not Alright,Loud Luxury,55
6nDKrPlXdpomGBgAlO7UdP,SOS,Avicii,30
2b1BwUGGyKq0CoJd8G1B6M,Harder,Jax Jones,62
09IStsImFySgyp0pIQdqAc,The Middle,Zedd,84
1lGVyEkGHUz7Pg78QGaS4a,Wanted,NOTD,70
6ksMjdec8b6C45TUawkAdu,Crash Into Me,Steve Aoki,37
1vsQb8n0icvMsFnL9663LM,Need Your Love (with Noah Kahan),Gryffin,70
6pooRNiLyYpxZeIA5kJ5EX,Good Things Fall Apart (with Jon Bellion),ILLENIUM,74
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,85
1pBO9JDqh1y3TbCKEO1OvG,Nostalgic,A R I Z O N A,36
1LjxmkW3xRQP2HzswhYyyc,Let It Be Me,Steve Aoki,52
7FCZhkhzEUVNUAlGauNKIe,Lovers + Strangers,Starley,58
2JoIjuzRplpYGvvLpSW2on,Sad Song (feat. TINI),Alesso,72
4PUWpNtDejQwwa80LjvxXl,Sleepless Nights,ayokay,64
1nufXiTCTTAeJfO9hLHvO8,Save Me Tonight,ARTY,63
1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,77
1ahVFh0ViDZr8LvkEVlq3B,No Sleep (feat. Bonn),Martin Garrix,76
0Ev562zA4pmUsBqjxsxxdx,Feel Good (feat. Daya),Gryffin,74
5l8AUgBTWuOECwVgYtaUyE,Endless Summer,Cashae,56
35MKhw2YBKApmD7fAnPERC,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,77
3Kuu5vASpXK8oRsxOvau6P,Think About You,Kygo,71
7KW3XQV5Or5CF57MYVj5h4,Party For One,Carly Rae Jepsen,64
3M9Apu4OZfylLTFKvgEtKa,Ritual,Tiësto,82
5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,81
6QcrReLyoun4xrPVsZ5OJE,Lie,Shallou,41
1kQhi22kyluRCnIPAXtxEZ,I Found You (with Calvin Harris),benny blanco,62
5cE201rNvIkryS8N1dJ5nR,Now That I Found You,Carly Rae Jepsen,5
4AkCyd9Nlbt8JprQq9V6o2,All Comes Back To You,R3HAB,72
48GmVZwvkoVC5StfMLfNJE,Need U,DVBBS,24
01iyINEYgPQ7ThMZuHUsqS,First Love,Lost Kings,58
6BwClo5W3VvTzJv8bvZXDD,Something Real,Armin van Buuren,65
108r6pnZHStBIktpyyps9w,TIME,Alesso,64
24Hzd4FPhz0HPx9jhM9cap,Something About You (with Rudimental),Elderbrook,53
4aTtHoSBB0CuQGA6vXBNyp,Home (feat. Bonn),Martin Garrix,72
0gIZLyF3MWQVcspzrLWYod,Simple (STVW Remix),FANNYPACK,39
6y1UtRcHQU07aUs3oxZ8Yn,Sorry,Joel Corry,75
54z0kLF0skj0Hdb9wCqPJt,Spicy (with Diplo & Charli XCX),Herve Pagez,60
6mPstbtzhyqKmwefY4eVWD,The Upside (feat. Elle King),Lindsey Stirling,18
6uBhi9gBXWjanegOb2Phh0,Stay,Zedd,79
1Pe3Tnahd3nNcKrTvNvNvW,Million Voices,Armin van Buuren,60
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,83
7BKLCZ1jbUBVqRi2FVlTVw,Closer (feat. Halsey),The Chainsmokers,85
2IDHoSlbG0CKH9rhq68wTb,Say My Name (feat. Zyra) - RAC Mix,ODESZA,47
60wwxj6Dd9NJlirf84wr2c,Clarity,Zedd,74
6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),Clean Bandit,80
3ebXMykcMXOcLeJ9xZ17XH,Scared to Be Lonely,Martin Garrix,81
7iNIg7XDEaYECfWD5dJ9Va,Friends (with BloodPop®),Justin Bieber,76
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),The Black Eyed Peas,96
5N5k9nd479b1xpDZ4usjrg,Promises (with Sam Smith),Calvin Harris,84
0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),Riton,86
6jq6rcOikCZAmjliAgAmfT,Light,San Holo,68
762UXiwEHYY97VL45sAUPR,2U,David Guetta,66
6RUKPb4LETWmmr3iAEQktW,Something Just Like This,The Chainsmokers,83
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,85
3zU9rdflI65tK4dkkNSp77,Heroes (we could be),Alesso,73
12GEpg2XOPyqk03JZEZnJs,It Ain’t Me (with Selena Gomez),Kygo,69
4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,69
0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,DJ Snake,81
3vv9phIu6Y1vX3jcqaGz5Z,Roses,The Chainsmokers,73
2QtJA4gbwe1AcanB2p21aP,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,61
1BltsyC5W3SAABdxyrDXwi,Latch,Disclosure,19
3tTYxjYYcXFqFXA0AZ1Fav,Flames,David Guetta,57
09CtPGIpYB4BrO8qb1RGsF,Sorry,Justin Bieber,81
0azC730Exh71aQlOt9Zj3y,This Is What You Came For,Calvin Harris,79
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,Avicii,84
0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,Dynoro,84
0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),David Guetta,66
0n8ob8S72lvznoVfiwz4qL,Where Are Ü Now,Skrillex,8
4r6eNCsrZnQWJzzvFh4nlg,Firework,Katy Perry,64
0GzmMQizDeA2NVMUaZksv0,Mi Gente (feat. Beyoncé),J Balvin,61
1MlAkYV0nbRKWhhfvTt3zc,Don't You Worry Child - Radio Edit,Swedish House Mafia,27
1WkMMavIMc4JZ8cfMmxHkI,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,74
7C7yqFTM0ncyJ04GIKrxdV,Anything Could Happen,Ellie Goulding,57
0WfKDYeUAoLA3vdvLKKWMW,Poker Face,Lady Gaga,69
22mek4IiqubGD9ctzxc69s,How Deep Is Your Love,Calvin Harris,77
61ZM92T2zaXIVsqncThQzC,In Your Eyes (feat. Alida),Robin Schulz,74
6TnxdnJcZIwCWiCHq5Qds0,Wish You Well (with Sigala),Sigala,5
2aFAmDBycyEnj3lcS95JMe,With You - LöKii Remix,Kaskade,57
0Npijoc6ZcUe1devUugKvI,Dive,Hot Shade,68
5gwLIRjGFf3hXuHoKEsWLg,No Goodbye,Paul Kalkbrenner,65
3d4lc8esnUl7Bx9J9d9oty,Work,MOTi,58
0U6bQIAh6MCGo1xjbIIx2S,Instagram,Dimitri Vegas & Like Mike,81
3oIVK7arAFuUOCGafPLxSC,Better Off Without You (feat. Shift K3Y),Becky Hill,68
2I4jAMEOEUQD5V1byYCqNS,Butterfly,Molella,43
59QmL8ygKtVfMHmPx3GaBX,All The Love You Got,MOTi,57
5EdYlCWou17k0N1PADLKfO,Call You Mine - Asketa & Natan Chaim Remix,The Chainsmokers,58
5MvsfUN0H79C24t3fPepeL,Love Is Not Enough,GATTÜSO,58
7CHi4DtfK4heMlQaudCuHK,Lose Control,MEDUZA,91
1CW7tYkpJ95c7bQkRf6CcK,I Wanna Dance,Jonas Blue,67
4bSFPMXKYaCoBhzJv276zl,After The Landslide - Club Remix,Matt Simons,42
5AFrctm65wWIqJsjHPPx85,Midnight Hour with Boys Noize & Ty Dolla $ign,Skrillex,70
3DsjHcLYMExprXJECT4QQP,Pon de Replay,Ed Marquis,64
7FjZU7XFs7P9jHI9Z0yRhK,So Close,NOTD,79
5ijpy4l0nKZPIKHui6SQfE,Look Into My Eyes,Brando,48
6j8eH9frh703HaGBaSRS6u,Not in Control,Glaceo,53
79Vz5MNH7Qe4F7hPKT8tPz,BLUE,Tiësto,75
65mOk4n0tfrMysFXu12ufx,Don't Waste My Time,Kharfi,46
4w5Grfxx5Rpup6mo5v6bW0,Beat Of My Heart,Lost Frequencies,67
3uiQZlSlSDRduWLFBTSEot,Don't Start Now - Kungs Remix,Dua Lipa,65
29ikXeGM6kScvhvqfvgiwO,Drunken Truth,Steve Void,56
2Eld7kejX6FH9OptVyKQak,Jacques,Jax Jones,42
3BOcWxFUURAomDXRSDFve4,Something Real,Armin van Buuren,58
4YhN72dRYL2Z3MsaKyT7rS,Stay (Don't Go Away) [feat. Raye],David Guetta,74
7DQ5CZjAQdhgDgdnSXxJ7Z,Solid Gold,PNAU,65
2aXA9aQfrqaOi1Wy3NfSZI,One Life,Mike Perry,64
62XCV3AmCMkPa9X5mCim8O,All ‘Bout The Money,FAULHABER,51
5llPdGZJjJFJv9aL6ZaiLY,Never Letting Go,Audien,63
7pWK1kMgHy5lNNiIfuRbkP,Used To Love (with Dean Lewis),Martin Garrix,83
2W9pBY75aWOV39S73mqqbn,Giulia,Prince Paris,55
1JxQmgCEipmHCUiJS568pE,What Do I Do? - Benny Benassi Remix,Georgia Ku,39
6pu5jQqenr37n0z6eBKOh0,Dreams Of You (feat. Rae Morris),Icarus,48
3RBk0P36O7wCMxF263jRJL,I Will Let You Down (feat. KLARA),Madison Mars,59
4uRx3SdWG2cNVfRNVPwHDS,Carillon (with Achille Lauro),Nahaze,64
3ZRgqoTb7pVO11IxcKGtMo,La Vie - Gabry Ponte Mix,DJ Ross,42
0DhkTGjEaIHaSxTfC14BFm,Lullaby,R3HAB,70
4nx4h17pRj1ikT0hZecR8z,Say It,Phantoms,57
1tq4UL9BB7BHuT6eorlX3X,All This Time,Deorro,21
4TIkSdsNSfqpuq6ZYvCjAz,All You Need To Know (feat. Calle Lehmann),Gryffin,68
4P7F3kb2Ze1YleD6lUYwJo,Acordeão,Tiësto,63
3qeJ84Y6PRS9LtliOuT94Z,My Friend,Yves V,54
7sYAS4CpbV90oSemgaEQat,On & On,Alok,79
1CRy08G60mS5jvhB27xMpS,Juliet & Romeo,Martin Solveig,72
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),R3HAB,80
52EB2Gk1nkxZmbomJOXUde,Are You Lonely (feat. ISÁK),Steve Aoki,47
4Jwp3yjIQfudmjuctLQlfJ,No More (feat. Brenda Mullen) - Bottai Edit,Alex Gaudino,19
7N06jo3EnV792VFaG8vuW6,Close Your Eyes,Felix Jaehn,79
517cAnPxsaxfrkKHHY41wB,Buzzing (with Nevve),Audien,59
3GT2CBmJWIEdCpHiB31WYK,Never Be Alone (feat. Aloe Blacc),David Guetta,68
7fPuWrlpwDcHm5aHCH5D9t,Roses - Imanbek Remix,SAINt JHN,72
1rRWFc2p77FYyb67m5YeVO,Insane,Ofenbach,66
1LDDUVvutZ3qxvnOrulCBM,Daydreams - Sultan + Shepard Echoes Of Life Remix,ARTY,59
2wOVXsIRIoniqipE9I5ZVx,Only Want You - Sam Feldt Remix,Rita Ora,64
0byab45cmZntz74RxcASrf,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,9
4ciBIS83LHQpKf4noVKP51,Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,41
19TOAlTFq0NDHvUPQR0tkr,South of the Border (feat. Camila Cabello & Cardi B) - Cheat Codes Remix,Ed Sheeran,69
6VP3410weACXiPCVLKSkOb,Not Ok - Frank Walker Remix,Kygo,66
5ql2mP9FUhB3SgMzv2akuO,Heaven (feat. Veronica),Dzeko,68
3jwQwGVERUXo7eaAgL1xAo,Sixteen - Don Diablo Remix,Ellie Goulding,66
46W9iEjOg5nkMvb6lo4Jwz,Don’t Give Up On Me Now (with Julie Bergan),R3HAB,63
0GRoERSBBky3YgdKW2w2Vc,Brave,Don Diablo,68
3sHuIjfAzluc6S9cXoqfqC,Let It Be Me,Steve Aoki,23
4fK2NU9UyQJV74ZGiSVYsr,Carry On - Nicky Romero Remix,Kygo,67
0jlpHhGUFn4aAWLsRRnwep,Magnets (feat. Sophie Simmons),Sam Feldt,62
2pMntGuRgHAHVtrpC6kgGy,Don't Give Up On Me,Andy Grammer,9
7EHCt2jdVwHp557sfMPosf,Found Love (feat. Lovespeake),MOTi,59
5YN0zHycJ0Yxz31A5QsVov,These Are The Times (feat. JRM),Martin Garrix,71
14nIFzHQf1OBWf6VHVR8DF,Wherever You Go,Jonas Blue,21
14sOS5L36385FJ3OL8hew4,Happy Now,Kygo,81
23FHa9lYnG6Dr8OzombPkS,Roots,Valerie Broussard,69
06BrHnTVDOydsfg0LZ6mQb,Talk - Alle Farben Remix,Khalid,56
1YSwQvw1NrEPfA0j1iY8eV,All The Lies - Toby Romeo Remix / Radio Edit,Alok,56
1FlIzyCvRFQUE4pc7PiaIo,High Hopes - Don Diablo Remix,Panic! At The Disco,60
3eW2EDwNRAiQKkgom96dUa,Summer Air (feat. Trevor Guthrie),Hardwell,40
1k08GK7ox8SDmEMvn81TwU,Can We Pretend (feat. Cash Cash) - Sigala Remix,P!nk,57
4raMIjIjMc8JohHth7l9lG,Bruises - Steve Void Remix,Lewis Capaldi,70
52Y5nYBQgqawttJxxtUv1e,Insomnia - King Arthur Remix,Daya,63
4R7ZSlYoJOIaxHJFHszQCR,Don't Worry Bout Me - Rudimental Remix,Zara Larsson,65
3N9YuL395rE4qNyHMsvOWC,I Miss Myself - R3HAB Remix,NOTD,56
6dX62wjTHi9F1srVTjV89X,8 Letters - R3HAB Remix,Why Don't We,2
0JumfyG7GUshFjxouEXwhw,You Deserve Better - Andrelli Remix,James Arthur,53
3Iee2uf8UXOrOupQzfs1z5,Remember (with ZOHARA),Gryffin,11
6jreFSOTUAViWjKyzOC4Kg,REMEDY,Alesso,77
5Qnk8vP5g9l5SDQKU3qyYQ,Leave,Borgeous,56
3Mong1BzxMKwTZ0SbfLdcQ,Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,Clean Bandit,65
4huh5oqBz9RkgpzAkyuEAs,I'm Not Sorry,Hardwell,34
4Nu8sEejt46770gDUvFcrF,Tequila - Robin Schulz Remix,Dan + Shay,54
1IjuevPDJ8Sa97wFwQ5j4V,Happier - Frank Walker Remix,Marshmello,51
4d3cCNTG3PUgWhPButc4N7,Sing It With Me - Embody Remix,JP Cooper,50
7r4nPsLToVIPdsiEeZKF6Y,Thursday - Nicky Romero Remix,Jess Glynne,52
4Tvw0lweq9l2JPQKFbpbBQ,Better When You're Gone,David Guetta,76
1yAPglN5AGf7UoLK062ZYq,Wish You Well,Sigala,75
4IAd7Vdwcc1E86P15tXjca,Only When It Rains,Frank Walker,52
5qiQbOa6AFEO3P111y9Jry,Mad Love - Blinkie Remix,Mabel,62
7nbVbGjifh0m2fhPYqcI1R,Sweet but Psycho - Morgan Page Dance Remix,Ava Max,65
5NeFmsnXBy6xVbz8pesM5l,Better Day (feat. Aloe Blacc),Young Bombs,62
6fvbl9D9VjMtLRQsuWPyYt,Rescue Me (with BUNT.) - BUNT. Remix,OneRepublic,10
1MgpEKnO6sgMTb5zumAsgn,Discovery,Syn Cole,55
06Z7Hy2LUzbcSFmWzwkun1,With You - Frank Walker Remix,Tyler Shaw,49
0EdgK7ASb4kfRkW8pVMN02,2 Hearts (feat. Gia Koka),Sam Feldt,70
2gqzTQEn4g5ly0n5ScdMx0,Love You Forever,Nicky Romero,61
36orMWv2PgvnzXsd5CJ0yL,Post Malone (feat. RANI),Sam Feldt,75
6DuE8kXIDJ3oiCibWXmgeN,Thorns,Faustix,60
5up5uXChMJLKyuop9HwtCb,Shotgun (The Wild Remix),George Ezra,63
4AMY0oGSt7vZwgxDnHCJBr,True Colors (feat. Maya Avedis),XO Cupid,73
0VQUyufAldw4Eitv71TPmg,Crying In The Sun,Faustix,60
0EQeui6OBMzqJ3Z3wCOzZh,Need You,Faustix,62
1o9D0rUusi2V5idyOEOPII,Sweet Dreams (Are Made of This),Winati,67
2neq77lIMkitQwBwy1EDng,Million Lights,Tungevaag & Raaban,61
5ow0sNF1zSqp71Ix5jEXWU,Dancing in the Moonlight,Jubël,71
0vrmHPfoBadXVr2n0m1aqZ,Heaven,Avicii,80
0o9bHFc8Lt5tZFvTjNZTNf,Forever Young,John De Sohn,68
3oN9prOZJ8jR6rFP4YMJF9,eoh,Olympis,60
0Qew3aYvQPGPjfL7gbe6x1,Nobody,Martin Jensen,66
5naYe7rLMZcLfO1DKg48MK,All Day And Night,Jax Jones,75
3LaQ1GajOXoUeiTA9UAcCK,There's No Way (feat. Julia Michaels) - Alle Farben Remix,Lauv,58
3DGar7krWlmrXRFHBcQF6z,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,74
5VGBgPVFO3e0lWz4WHYntQ,All For Love,Tungevaag & Raaban,68
6sYJuVcEu4gFHmeTLdHzRz,Bittersweet Symphony (feat. Emily Roberts),GAMPER & DADONI,72
3eS1VMcEmq2IUgpaeDysCb,One Touch,Jess Glynne,70
4fCAOaMs0PYL58OijKp2IS,"fuck, i’m lonely (with Anne-Marie) - Ofenbach Remix",Lauv,58
2mSIu1ZPo22Ihx3EwS4E6h,Be Your Friend‬‬,Vigiland,67
31OqWK8Lc6GnUbnLG3GqPX,Happier - Breathe Carolina Remix,Marshmello,62
7rpyHKSH3dkrsKEgv1eNgv,Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,Drax Project,56
5CpkVOosLFc83LbwqO6hnI,Just Got Paid,Sigala,65
3cJEgWbsBmGkvXz906tgut,No One - Jonas Blue Remix,Jess Glynne,51
3ZqKbMO9UasuKgQeGT7QZS,Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,54
5mYNWSc1AE7pWS3Ax4e8Dl,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,Ellie Goulding,61
6SRWhUJcD2YKahCwHavz3X,Darkside,Alan Walker,76
7Feaw9WAEREY0DUOSXJLOM,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,83
7K7MUBCnzgBAvMVW2RTWNs,Body (feat. brando),Loud Luxury,63
47dABAPyBgKB3iQCrC4Vrv,Who's Got Your Love,Cheat Codes,70
6vRCKJDtnrJEcyyzIMa0w0,Never Go Back - Robin Schulz Remix,Dennis Lloyd,70
4BM4ml3TgBFALLaCaJtVhi,Pumped Up,Klingande,56
4D3o6Hh3GydRpTTlyLP3D9,California,Hot Shade,65
3R6dPfF2yBO8mHySW1XDAa,Solo Dance,Martin Jensen,61
164C9bSF4ryqWXI4XgxTE0,Replay,Davai,60
4fC6tDEFmSBBCRBUOPeQ8b,Think About You - Galantis Remix,Kygo,63
